Données de la station météo du campus de la Gaillarde (Montpellier SupAgro - INRA) entre le 2021-1-1 0:00 et le 2022-12-31 23:00.
longitude : 3°51'22'' Est
lattitude : 43°37'4'' Nord
altitude : 40m

jour heure (GMT),Tmoy (°C),RH (%),Vent (m/s),Précipitations (mm),Rg (J/cm²)
2021-03-17 21:00:00,10.46,35.54,1.774,0,-1.066
2021-03-17 22:00:00,10.13,35.48,1.651,0,-1.027
2021-03-17 23:00:00,9.65,41.38,1.38,0,-1.05
2021-03-18 00:00:00,9.45,40.22,0.786,0,-1.034
2021-03-18 01:00:00,8.91,44.37,0.727,0,-1.003
2021-03-18 02:00:00,8.31,44.44,0.251,0,-1.074
2021-03-18 03:00:00,7.7,47.77,0.452,0,-1.043
2021-03-18 04:00:00,8.38,44.24,0.41,0,-1.027
2021-03-18 05:00:00,7.7,42.82,0.81,0,-1.067
2021-03-18 06:00:00,6.684,45.8,0.035,0,-0.302
2021-03-18 07:00:00,7.03,44.65,0,0,14.9
2021-03-18 08:00:00,10.28,31.89,0.203,0,101.1
2021-04-09 15:00:00,12.7,54.8,2.681,0.5,6
2021-04-09 16:00:00,12.59,53.88,2.814,0,28.68
2021-04-09 17:00:00,12.33,57.89,2.649,0,33.08
2021-04-09 18:00:00,12.13,59.31,2.13,0,11.94
2021-04-09 19:00:00,11.11,71.1,1.631,0,-0.549
2021-04-09 20:00:00,11.13,66.66,1.038,0,0.779
2021-04-09 21:00:00,11.6,64.42,1.213,0,0.581
2021-04-09 22:00:00,11.87,64.01,1.195,0,-0.374
2021-04-09 23:00:00,11.94,64.82,1.158,0,-0.477
2021-04-10 00:00:00,11.87,64.21,1.325,0,-0.477
2021-04-10 01:00:00,11.94,70,1.35,0,-0.477
2021-04-10 02:00:00,11.26,81,1.859,2,-0.565
2021-04-10 03:00:00,9.7,79.1,1.221,2,-0.406
2021-04-10 04:00:00,9.7,80.6,1.034,2,-0.111
2021-04-10 05:00:00,9.09,79.3,1.372,1.5,-0.103
2021-04-10 06:00:00,7.95,81.5,0.042,1.5,0.7
2021-04-10 07:00:00,8.63,83.7,0.033,0,6.182
2021-04-10 08:00:00,8.7,79.7,0.044,0,6.413
2021-04-10 09:00:00,9.04,84.9,0.031,0,6.699
2021-04-10 10:00:00,8.77,78.4,0.112,0.5,8.29
2021-04-10 11:00:00,9.17,79.8,0.051,1,11.6
2021-04-10 12:00:00,9.17,83.8,0.174,0.5,13.18
2021-04-10 13:00:00,9.57,85,0.077,1.5,18.05
2021-04-10 14:00:00,10.31,85,0.039,1,28.39
2021-04-10 15:00:00,10.79,85.2,0.01,0,26.01
2021-04-10 16:00:00,9.77,80.1,0.833,1,12.34
2021-04-10 17:00:00,9.84,80.2,0.515,1,8.78
2021-04-10 18:00:00,9.7,80.8,0.253,1.5,2.88
2021-04-10 19:00:00,9.43,83.9,0.345,1,0.175
2021-04-10 20:00:00,9.64,85.4,0.148,1.5,-0.04
2021-04-10 21:00:00,9.36,84.6,0.169,1,-0.04
2021-04-10 22:00:00,9.64,86.5,0.046,0.5,-0.04
2021-04-10 23:00:00,9.64,86.3,0.013,0,-0.016
2021-04-11 00:00:00,9.36,85,0.018,0,0.008
2021-04-11 01:00:00,9.36,85.2,0,0,0.072
2021-04-11 02:00:00,9.3,85.2,0.006,0,0
2021-04-11 03:00:00,9.3,85.4,0,0,0
2021-04-11 04:00:00,9.16,87.1,0.116,0,-0.135
2021-04-11 05:00:00,9.04,86.9,0,0,-0.358
2021-04-11 06:00:00,9.24,86.1,0,0,5.434
2021-04-11 07:00:00,9.84,85.8,0,0,15.9
2021-04-11 08:00:00,10.31,85.4,0.003,0,22.74
2021-04-11 09:00:00,10.65,81.2,0.134,0.5,33.39
2021-04-11 10:00:00,10.99,84.8,0.107,0,38.36
2021-04-11 11:00:00,12,83.3,0.126,0,46.42
2021-04-11 12:00:00,12.74,84.3,0.904,0,32.63
2021-04-11 13:00:00,12.53,84.1,1.972,0,44.58
2021-04-11 14:00:00,12.33,85.1,1.773,2.5,34.17
2021-04-11 15:00:00,12.26,85.9,1.597,0.5,26.23
2021-04-11 16:00:00,12.26,86.6,1.207,0.5,15.59
2021-04-11 17:00:00,12.4,86.4,0.802,4.5,9.27
2021-04-11 18:00:00,11.52,86.3,0.549,3.5,3.945
2021-04-11 19:00:00,10.25,81.1,1.493,0,0.589
2021-04-11 20:00:00,9.36,72.8,1.932,0,0.374
2021-04-11 21:00:00,8.02,73.9,2.324,1,0.08
2021-04-11 22:00:00,7.35,75.7,1.8,1,0.04
2021-04-11 23:00:00,7.62,76.5,0.827,0.5,0.31
2021-04-12 00:00:00,7.75,79.2,0,0,-0.064
2021-04-12 01:00:00,7.41,79.4,0.107,0,-0.454
2021-04-12 02:00:00,6.602,79.9,0.262,0,-0.812
2021-04-12 03:00:00,5.801,82.2,0,0,-1.162
2021-04-12 04:00:00,4.987,82.8,0.285,0,-1.234
2021-04-12 05:00:00,4.45,81.6,0.306,0,-1.123
2021-04-12 06:00:00,6.15,72.2,1.042,0,11.7
2021-04-12 07:00:00,8.04,55.1,1.494,0,79.2
2021-04-12 08:00:00,10.67,42.12,1.874,0,154.4
2021-04-12 09:00:00,11.94,36.21,1.925,0,218.2
2021-04-12 10:00:00,13.48,29.15,2.198,0,272.6
2021-04-12 11:00:00,14.21,27.92,2.191,0,305.8
2021-04-12 12:00:00,15.01,24.19,2.425,0,320.3
2021-04-12 13:00:00,15.34,23.23,2.23,0,313.2
2021-04-12 14:00:00,16.01,20.12,2.437,0,287.2
2021-04-12 15:00:00,15.6,22.35,2.467,0,242.1
2021-04-12 16:00:00,15.33,22.49,2.371,0,179.2
2021-04-12 17:00:00,14.32,21.88,1.863,0,106.5
2021-04-12 18:00:00,12.65,26.09,2.099,0,35.55
2021-04-12 19:00:00,11.31,27.93,1.836,0,0.461
2021-04-12 20:00:00,10.38,29.36,1.559,0,-1.384
2021-04-12 21:00:00,8.9,33.24,0.715,0,-1.464
2021-04-12 22:00:00,7.96,35.34,0.481,0,-1.313
2021-04-12 23:00:00,7.84,31.28,0.88,0,-1.09
2021-04-13 00:00:00,6.412,36.91,0.64,0,-1.202
2021-04-13 01:00:00,6.141,43.16,1.113,0,-1.186
2021-04-13 02:00:00,5.191,44.78,1.125,0,-1.146
2021-04-13 03:00:00,3.971,48.45,0.8,0,-1.107
2021-04-13 04:00:00,5.138,44.39,0.53,0,-0.971
2021-04-13 05:00:00,4.935,41.34,1.078,0,-0.876
2021-04-13 06:00:00,6.621,40.65,0.706,0,16.85
2021-04-13 07:00:00,9.53,31.28,1.338,0,83.2
2021-04-13 08:00:00,12.82,22.31,1.123,0,158.8
2021-04-13 09:00:00,13.62,21.56,1.504,0,223.5
2021-04-13 10:00:00,15.1,21.69,1.231,0,272.9
2021-04-13 11:00:00,16.17,20.39,0.982,0,303.7
2021-04-13 12:00:00,17.43,19.3,0.817,0,313.1
2021-04-13 13:00:00,18.17,17.06,0.679,0,280.3
2021-04-13 14:00:00,19.17,16.18,0.791,0,282.8
2021-04-13 15:00:00,18.62,18.41,0.823,0,202.1
2021-04-13 16:00:00,18.43,17.33,1.079,0,163.5
2021-04-13 17:00:00,17.55,21.87,0.762,0,98.8
2021-04-13 18:00:00,15.13,24.32,0.503,0,27.1
2021-04-13 19:00:00,12.86,28.4,0.672,0,0.771
2021-04-13 20:00:00,11.79,30.03,0.637,0,-1.423
2021-04-13 21:00:00,10.92,30.65,0.433,0,-1.328
2021-04-13 22:00:00,10.45,32.69,0.752,0,-1.265
2021-04-13 23:00:00,9.99,33.03,0.857,0,-1.17
2021-04-14 00:00:00,9.18,35,0.338,0,-1.321
2021-04-14 01:00:00,7.48,36.56,0.082,0,-1.202
2021-04-14 02:00:00,7.97,37.18,0.079,0,-1.122
2021-04-14 03:00:00,7.57,39.08,0.153,0,-1.122
2021-04-14 04:00:00,6.684,37.66,0.156,0,-1.106
2021-04-14 05:00:00,6.819,39.63,0.143,0,-1.083
2021-04-14 06:00:00,7.16,35.69,0.204,0,17.68
2021-04-14 07:00:00,10.74,28.35,0.511,0,84.1
2021-04-14 08:00:00,11.74,23.87,1.119,0,158.9
2021-04-14 09:00:00,13.42,25.08,0.952,0,223
2021-04-14 10:00:00,15.23,25.55,0.743,0,271.9
2021-04-14 11:00:00,16.16,26.42,1.072,0,309.9
2021-04-14 12:00:00,16.35,27.43,0.802,0,302.6
2021-04-14 13:00:00,17.97,26.68,1.008,0,308.5
2021-04-14 14:00:00,17.08,27.56,0.973,0,208.9
2021-04-14 15:00:00,16.68,31.15,1.342,0,206.7
2021-04-14 16:00:00,15.93,28.17,1.92,0,161.2
2021-04-14 17:00:00,16.2,30.47,1.879,0,104.4
2021-04-14 18:00:00,14.53,33.73,0.758,0,35.16
2021-04-14 19:00:00,13.6,27.17,0.315,0,0.834
2021-04-14 20:00:00,11.99,29.28,0.344,0,-1.431
2021-04-14 21:00:00,10.92,32.28,0.122,0,-1.336
2021-04-14 22:00:00,9.72,32.9,0.011,0,-1.281
2021-04-14 23:00:00,9.11,33.58,0.231,0,-1.186
2021-04-15 00:00:00,7.01,37.85,0,0,-1.178
2021-04-15 01:00:00,7.9,30.19,0.019,0,-0.955
2021-04-15 02:00:00,8.52,31.69,0.092,0,-1.019
2021-04-15 03:00:00,8.11,31.89,0.096,0,-1.059
2021-04-15 04:00:00,7.84,32.23,0.101,0,-1.003
2021-04-15 05:00:00,7.36,33.59,0.109,0,-0.883
2021-04-15 06:00:00,8.65,32.16,0.083,0,18.05
2021-04-15 07:00:00,10.94,27.4,0.568,0,84
2021-04-15 08:00:00,12.42,22.11,1.075,0,158.7
2021-04-15 09:00:00,13.35,19.45,1.352,0,224.2
2021-04-15 10:00:00,14.69,15.72,1.188,0,274.9
2021-04-15 11:00:00,15.96,15.58,1.288,0,308.6
2021-04-15 12:00:00,16.62,14.7,1.127,0,320.5
2021-04-15 13:00:00,17.36,16.66,1.06,0,312.8
2021-04-15 14:00:00,17.89,14.83,1.111,0,285.3
2021-04-15 15:00:00,18.15,15.77,1.109,0,239
2021-04-15 16:00:00,18.08,16.18,0.912,0,176.8
2021-04-15 17:00:00,16.6,17.47,1.076,0,104.9
2021-04-15 18:00:00,14.53,20.46,0.701,0,27.02
2021-04-15 19:00:00,13,22.84,0.628,0,0.779
2021-04-15 20:00:00,10.99,24.54,0.195,0,-1.376
2021-04-15 21:00:00,10.25,27.67,0.072,0,-1.4
2021-04-15 22:00:00,9.58,29.98,0.022,0,-1.178
2021-04-15 23:00:00,9.72,27.74,0.168,0,-1.098
2021-04-16 00:00:00,7.82,33.44,0.001,0,-1.393
2021-04-16 01:00:00,7.84,34.2,0.019,0,-1.019
2021-04-16 02:00:00,6.073,42.41,0,0,-1.289
2021-04-16 03:00:00,5.735,42.68,0,0,-0.955
2021-04-16 04:00:00,4.324,46.9,0,0,-0.955
2021-04-16 05:00:00,6.292,42.97,0,0,-0.239
2021-04-16 06:00:00,6.685,39.15,0.013,0,6.743
2021-04-16 07:00:00,9.46,35.89,0.131,0,51.13
2021-04-16 08:00:00,11.54,27.87,0.588,0,119.3
2021-04-16 09:00:00,13.35,22.23,0.793,0,198.6
2021-04-16 10:00:00,14.15,20.87,0.781,0,272.3
2021-04-16 11:00:00,13.79,20.6,1.222,0,255.4
2021-04-16 12:00:00,14.86,20.45,0.915,0,288.5
2021-04-16 13:00:00,14.72,22.89,1.207,0,276.8
2021-04-16 14:00:00,15.54,21.06,2.165,0,242.8
2021-04-16 15:00:00,14.99,22.28,2.039,0,188.9
2021-04-16 16:00:00,13.84,25.67,1.144,0,119.6
2021-04-16 17:00:00,10.42,41.47,1.723,0,10.04
2021-04-16 18:00:00,10.17,42.71,1.185,0,6.203
2021-04-16 19:00:00,10.18,41.91,0.507,0,2.712
2021-04-16 20:00:00,9.57,46.86,0.178,0,-0.994
2021-04-16 21:00:00,9.45,46.12,0.092,0,-0.772
2021-04-16 22:00:00,9.18,45.79,0.028,0,-0.772
2021-04-16 23:00:00,8.91,48.3,0.457,0,-0.581
2021-04-17 00:00:00,8.43,48.36,0.26,0,-0.836
2021-04-17 01:00:00,7.82,49.38,0.384,0,-0.748
2021-04-17 02:00:00,7.75,51.08,0.599,0,-0.684
2021-04-17 03:00:00,8.23,52.64,0.028,0,-0.462
2021-04-17 04:00:00,8.16,51.21,0.232,0,-0.573
2021-04-17 05:00:00,7.69,54.4,0.36,0,-0.39
2021-04-17 06:00:00,7.48,56.91,0.727,0,2.316
2021-04-17 07:00:00,7.75,56.37,0.413,0,16.23
2021-04-17 08:00:00,8.63,52.7,0.159,0,37.2
2021-04-17 09:00:00,9.84,43.74,0.217,0,73.5
2021-04-17 10:00:00,10.72,40.75,0.325,0,90.4
2021-04-17 11:00:00,12.26,36.74,0.727,0,151
2021-04-17 12:00:00,12.92,28.53,0.649,0,186.2
2021-04-17 13:00:00,15.69,24.25,0.649,0,264.9
2021-04-17 14:00:00,15.66,22.01,0.989,0,258.5
2021-04-17 15:00:00,16.06,24.92,1.328,0,225.5
2021-04-17 16:00:00,14.72,30.27,1.83,0,123.3
2021-04-17 17:00:00,13.66,36.11,1.633,0,51.56
2021-04-17 18:00:00,13.2,35.65,0.891,0,15.01
2021-04-17 19:00:00,12.8,39.52,0.871,0,0.103
2021-04-17 20:00:00,11.8,43.8,0.538,0,-1.018
2021-04-17 21:00:00,10.45,49.09,0.085,0,-1.273
2021-04-17 22:00:00,9.58,48.97,0.028,0,-1.114
2021-04-17 23:00:00,9.99,42.8,0.343,0,-0.947
2021-04-18 00:00:00,9.58,40.02,0.455,0,-0.772
2021-04-18 01:00:00,8.5,39.95,0.983,0,-0.843
2021-04-18 02:00:00,8.16,43.95,0.659,0,-1.13
2021-04-18 03:00:00,8.36,44.23,1.031,0,-0.979
2021-04-18 04:00:00,8.16,47.82,1.158,0,-0.963
2021-04-18 05:00:00,8.03,49.86,1.143,0,-0.732
2021-04-18 06:00:00,9.05,47.97,0.755,0,20.58
2021-04-18 07:00:00,11.2,37.57,1.17,0,85.9
2021-04-18 08:00:00,14.64,30.71,1.29,0,156.6
2021-04-18 09:00:00,15.03,28.46,0.886,0,204.3
2021-04-18 10:00:00,17.05,25.88,0.753,0,269
2021-04-18 11:00:00,16.9,25.88,1.224,0,182.8
2021-04-18 12:00:00,17.98,24.18,0.557,0,185.3
2021-04-18 13:00:00,18.1,25.33,0.404,0,125.9
2021-04-18 14:00:00,17.5,27.77,0.088,0,78
2021-04-18 15:00:00,15.68,31.36,0.82,0,31.37
2021-04-18 16:00:00,16.58,26.7,0.519,0,29.33
2021-04-18 17:00:00,17.26,24.19,0.136,0,47.09
2021-04-18 18:00:00,16.11,28.6,1.203,0,17.81
2021-04-18 19:00:00,14.22,30.23,0.353,0,1.288
2021-04-18 20:00:00,13.14,31.99,0.165,0,-0.835
2021-04-18 21:00:00,12.27,34.23,0.009,0,-1.05
2021-04-18 22:00:00,11.13,38.24,0.001,0,-1.225
2021-04-18 23:00:00,9.38,44.56,0,0,-1.233
2021-04-19 00:00:00,9.31,46.53,0,0,-0.923
2021-04-19 01:00:00,7.84,53.81,0,0,-1.114
2021-04-19 02:00:00,7.36,55.71,0,0,-1.011
2021-04-19 03:00:00,7.16,54.69,0,0,-0.78
2021-04-19 04:00:00,6.073,57.74,0.004,0,-1.003
2021-04-19 05:00:00,6.819,54.55,0.015,0,-0.43
2021-04-19 06:00:00,8.45,49.53,0.056,0,21.45
2021-04-19 07:00:00,11.55,42.4,0.612,0,86.4
2021-04-19 08:00:00,13.96,33.02,1.116,0,159.3
2021-04-19 09:00:00,16.25,26.9,0.548,0,221.4
2021-04-19 10:00:00,17.05,26.49,0.652,0,256.3
2021-04-19 11:00:00,18.45,24.59,1.084,0,299.5
2021-04-19 12:00:00,18.91,23.49,1.012,0,308.1
2021-04-19 13:00:00,18.77,25.59,0.802,0,176.5
2021-04-19 14:00:00,17.62,27.9,1.81,0,159.7
2021-04-19 15:00:00,19.58,25.53,2.097,0,238.6
2021-04-19 16:00:00,20.19,24.24,1.535,0,140.6
2021-04-19 17:00:00,18.62,25.86,1.799,0,108.4
2021-04-19 18:00:00,17.01,30.27,1.343,0,40.42
2021-04-19 19:00:00,14.07,47.83,1.198,0,1.311
2021-04-19 20:00:00,12.4,53.96,0.443,0,-1.431
2021-04-19 21:00:00,10.86,58.59,0.004,0,-1.344
2021-04-19 22:00:00,10.46,60.3,0,0,-0.979
2021-04-19 23:00:00,8.97,66,0,0,-1.082
2021-04-20 00:00:00,8.7,64.65,0.017,0,-0.907
2021-04-20 01:00:00,7.43,65.75,0,0,-1.114
2021-04-20 02:00:00,7.29,68.13,0,0,-0.971
2021-04-20 03:00:00,6.819,67.45,0,0,-1.059
2021-04-20 04:00:00,5.801,67.85,0,0,-0.796
2021-04-20 05:00:00,5.53,69.48,0,0,-0.303
2021-04-20 06:00:00,8.38,63.38,0.002,0,22.57
2021-04-20 07:00:00,12.03,49.38,0,0,66.71
2021-04-20 08:00:00,12.88,42.92,0.098,0,110.1
2021-04-20 09:00:00,16.53,38.77,0.024,0,155.5
2021-04-20 10:00:00,17.85,29.74,0.541,0,231
2021-04-20 11:00:00,18.91,30.95,0.912,0,266.7
2021-04-20 12:00:00,18.77,31.14,1.646,0,246.8
2021-04-20 13:00:00,18.16,31.96,2.307,0,215.9
2021-04-20 14:00:00,17.56,34.87,2.46,0,155
2021-04-20 15:00:00,16.55,39.69,2.585,0,131.3
2021-04-20 16:00:00,15.54,47.42,2.244,0,105.5
2021-04-20 17:00:00,15.41,52.5,2.051,0,69.41
2021-04-20 18:00:00,14.34,54.54,1.394,0,26
2021-04-20 19:00:00,13.34,57.88,0.71,0,1.534
2021-04-20 20:00:00,12.74,63.72,0.505,0,-0.97
2021-04-20 21:00:00,12.4,66.5,0,0,-0.477
2021-04-20 22:00:00,11.8,68.41,0,0,-0.716
2021-04-20 23:00:00,11.6,73.2,0.002,0,-0.604
2021-04-21 00:00:00,11.4,72.8,0.029,0,-0.644
2021-04-21 01:00:00,10.92,76.3,0.004,0,-0.732
2021-04-21 02:00:00,9.84,78.3,0,0,-0.716
2021-04-21 03:00:00,9.78,79.4,0,0,-0.565
2021-04-21 04:00:00,9.5,79,0.002,0,-0.74
2021-04-21 05:00:00,9.52,80.3,0,0,-0.127
2021-04-21 06:00:00,10.39,79.7,0.001,0,13.52
2021-04-21 07:00:00,12.08,74.3,0.061,0,60.65
2021-04-21 08:00:00,13.82,66.02,0.561,0,122
2021-04-21 09:00:00,13.53,68.64,1.44,0,60.35
2021-04-21 10:00:00,15.5,54.82,1.183,0,172.6
2021-04-21 11:00:00,15.28,47.01,1.724,0,180.6
2021-04-21 12:00:00,15.47,49.58,2.068,0,201.5
2021-04-21 13:00:00,15.74,48.83,2.053,0,213.1
2021-04-21 14:00:00,17.15,47.81,2.211,0,294.6
2021-04-21 15:00:00,16.26,49.15,2.287,0,242.5
2021-04-21 16:00:00,15.45,45.91,2.039,0,177.3
2021-04-21 17:00:00,14.99,45.1,1.635,0,108.8
2021-04-21 18:00:00,13.51,52.02,1.265,0,41.34
2021-04-21 19:00:00,12.65,63.7,0.292,0,1.764
2021-04-21 20:00:00,11.45,70.4,0,0,-1.392
2021-04-21 21:00:00,10.38,72.3,0,0,-0.994
2021-04-21 22:00:00,9.99,77.7,0,0,-0.756
2021-04-21 23:00:00,9.18,79.4,0,0,-0.939
2021-04-22 00:00:00,8.5,79.4,0.006,0,-0.995
2021-04-22 01:00:00,7.82,80.7,0,0,-0.979
2021-04-22 02:00:00,7.36,81.7,0,0,-0.915
2021-04-22 03:00:00,7.09,81.9,0,0,-0.708
2021-04-22 04:00:00,6.955,80.5,0,0,-0.7
2021-04-22 05:00:00,7.09,80.8,0,0,-0.072
2021-04-22 06:00:00,8.85,82.9,0.004,0,22.13
2021-04-22 07:00:00,11.88,65.31,0.064,0,87.3
2021-04-22 08:00:00,15.45,58.23,0.479,0,156.8
2021-04-22 09:00:00,15.97,45.67,1.148,0,220.4
2021-04-22 10:00:00,17.72,40.71,1.522,0,254.1
2021-04-22 11:00:00,18.58,36.77,1.444,0,306.1
2021-04-22 12:00:00,18.84,30.87,1.56,0,311.8
2021-04-22 13:00:00,19.71,25.11,1.601,0,312.3
2021-04-22 14:00:00,19.09,27.41,1.566,0,285
2021-04-22 15:00:00,19.97,27.34,1.506,0,241.4
2021-04-22 16:00:00,20.3,26.33,1.643,0,178.8
2021-04-22 17:00:00,18.55,36.69,2.004,0,112.9
2021-04-22 18:00:00,15.86,42.59,1.902,0,43.92
2021-04-22 19:00:00,14.07,49.73,1.318,0,1.859
2021-04-22 20:00:00,13.14,51.65,0.922,0,-1.415
2021-04-22 21:00:00,12.4,52.6,0.642,0,-1.415
2021-04-22 22:00:00,11.8,53.84,0.206,0,-1.36
2021-04-22 23:00:00,10.52,58.38,0,0,-1.257
2021-04-23 00:00:00,9.45,64.5,0,0,-1.01
2021-04-23 01:00:00,8.7,67.9,0,0,-0.748
2021-04-23 02:00:00,8.84,66.81,0,0,-0.573
2021-04-23 03:00:00,7.96,70,0,0,-0.78
2021-04-23 04:00:00,7.7,71.7,0,0,-0.645
2021-04-23 05:00:00,7.29,71.4,0,0,-0.008
2021-04-23 06:00:00,9.87,67.17,0.007,0,23.69
2021-04-23 07:00:00,13.77,53.64,0.086,0,89
2021-04-23 08:00:00,17.27,46.97,0.392,0,158.2
2021-04-23 09:00:00,19.35,40.72,0.659,0,221.3
2021-04-23 10:00:00,20.07,41.18,1.016,0,270.1
2021-04-23 11:00:00,21.88,35.41,0.991,0,300.6
2021-04-23 12:00:00,21.93,32.83,1.631,0,312.8
2021-04-23 13:00:00,21.45,34.58,2.303,0,309.9
2021-04-23 14:00:00,21.32,31.13,2.454,0,287
2021-04-23 15:00:00,21.38,28.08,2.348,0,244.6
2021-04-23 16:00:00,21.38,26.6,2.53,0,185.2
2021-04-23 17:00:00,20.78,30.12,1.937,0,115.7
2021-04-23 18:00:00,19.57,35.2,1.098,0,44.78
2021-04-23 19:00:00,16.49,44.23,0.101,0,1.588
2021-04-23 20:00:00,14.82,47.03,0.001,0,-1.431
2021-04-23 21:00:00,14.5,47.99,0.048,0,-1.415
2021-04-23 22:00:00,12.07,53.29,0,0,-1.416
2021-04-23 23:00:00,10.86,59.26,0,0,-1.145
2021-04-24 00:00:00,9.85,60.98,0,0,-0.748
2021-04-24 01:00:00,9.38,63.63,0,0,-0.843
2021-04-24 02:00:00,8.63,66.68,0,0,-0.621
2021-04-24 03:00:00,8.3,67.83,0,0,-0.676
2021-04-24 04:00:00,7.76,68.92,0,0,-0.597
2021-04-24 05:00:00,7.7,69.62,0,0,0.645
2021-04-24 06:00:00,10.61,59.02,0.007,0,29.65
2021-04-24 07:00:00,15.06,48.69,0.004,0,82.4
2021-04-24 08:00:00,18.15,36.94,0.094,0,161.6
2021-04-24 09:00:00,19.75,33.8,0.682,0,224.2
2021-04-24 10:00:00,21.22,28.85,1.034,0,274.9
2021-04-24 11:00:00,21.94,27.01,1.774,0,303.7
2021-04-24 12:00:00,21.79,27.34,2.191,0,318.4
2021-04-24 13:00:00,21.39,25.58,2.385,0,311.6
2021-04-24 14:00:00,21.45,25.45,2.404,0,285.5
2021-04-24 15:00:00,21.05,28.09,2.387,0,240.9
2021-04-24 16:00:00,20.64,28.9,2.131,0,177.7
2021-04-24 17:00:00,19.77,31.14,1.974,0,107.7
2021-04-24 18:00:00,18.23,33.04,1.287,0,34.03
2021-04-24 19:00:00,15.82,47.01,0.432,0,1.89
2021-04-24 20:00:00,14.55,60.38,0.001,0,-1.415
2021-04-24 21:00:00,13.89,71,0.018,0,-1.177
2021-04-24 22:00:00,14.23,76.1,0,0,-0.7
2021-04-24 23:00:00,11.86,70.4,0,0,-1.185
2021-04-25 00:00:00,11.13,70.9,0,0,-1.209
2021-04-25 01:00:00,10.25,75.7,0,0,-1.289
2021-04-25 02:00:00,9.98,78.1,0,0,-0.931
2021-04-25 03:00:00,10.87,76.8,0,0,-0.629
2021-04-25 04:00:00,10.79,70.3,0,0,-0.453
2021-04-25 05:00:00,9.57,70.6,0,0,-0.215
2021-04-25 06:00:00,11.01,67.49,0,0,25.73
2021-04-25 07:00:00,14.57,50.91,0.002,0,90.1
2021-04-25 08:00:00,17.26,46.69,0.229,0,168.1
2021-04-25 09:00:00,19.27,41.59,0.655,0,201.1
2021-04-25 10:00:00,19.59,38.67,0.812,0,193.4
2021-04-25 11:00:00,19.66,35.69,1.46,0,178.5
2021-04-25 12:00:00,18.91,36.56,1.407,0,179.5
2021-04-25 13:00:00,18.24,38.6,1.327,0,123.4
2021-04-25 14:00:00,17.43,38.13,0.309,0,39.17
2021-04-25 15:00:00,16.49,38.27,0.859,0,84.1
2021-04-25 16:00:00,17.65,45.39,0.415,0,65.05
2021-04-25 17:00:00,17.65,41.46,0.237,0,62.1
2021-04-25 18:00:00,16.63,39.9,0.001,0,23.39
2021-04-25 19:00:00,15.36,45.74,0,0,1.899
2021-04-25 20:00:00,14.08,52.05,0,0,-0.763
2021-04-25 21:00:00,13.08,55.65,0,0,-0.763
2021-04-25 22:00:00,12.21,60.48,0,0,-0.493
2021-04-25 23:00:00,11.53,62.38,0,0,-0.477
2021-04-26 00:00:00,11.33,62.38,0,0,-0.477
2021-04-26 01:00:00,11.13,61.16,0,0,-0.477
2021-04-26 02:00:00,11.2,61.37,0,0,-0.477
2021-04-26 03:00:00,11.06,60.89,0,0,-0.477
2021-04-26 04:00:00,11.4,58.79,0,0,-0.477
2021-04-26 05:00:00,11.4,58.79,0,0,-0.263
2021-04-26 06:00:00,12.89,56.48,0.001,0,6.634
2021-04-26 07:00:00,12.95,53.97,0,0,31.99
2021-04-26 08:00:00,13.69,54.09,0.001,0,49.49
2021-04-26 09:00:00,15.44,50.09,0.076,0,71.2
2021-04-26 10:00:00,17.99,41.94,0.431,0,157.2
2021-04-26 11:00:00,20.14,32.24,0.303,0,184.6
2021-04-26 12:00:00,20.99,23.9,0.508,0,227.7
2021-04-26 13:00:00,20.65,21.93,0.447,0,142.5
2021-04-26 14:00:00,22.2,22.13,0.463,0,199
2021-04-26 15:00:00,22.34,20.71,0.376,0,140
2021-04-26 16:00:00,19.03,36.89,1.198,0,89.3
2021-04-26 17:00:00,17.49,47.81,2.204,0,67.63
2021-04-26 18:00:00,15.68,51.89,1.359,0,20.87
2021-04-26 19:00:00,15.36,54.95,1.096,0,1.939
2021-04-26 20:00:00,14.69,59.23,1.374,0,-0.477
2021-04-26 21:00:00,13.88,67.37,1.803,0,-0.811
2021-04-26 22:00:00,13.69,66.84,1.701,0,-0.469
2021-04-26 23:00:00,13.55,66.02,1.173,0,-0.747
2021-04-27 00:00:00,12.87,71.6,0.188,0,-0.557
2021-04-27 01:00:00,12.33,78.5,0.066,0,-0.406
2021-04-27 02:00:00,12.55,76.2,0.127,0.5,-0.08
2021-04-27 03:00:00,12.48,75.7,0.031,0,0.199
2021-04-27 04:00:00,12.28,78.4,0,0,-0.064
2021-04-27 05:00:00,12.42,75.4,0.078,0,0.756
2021-04-27 06:00:00,13.02,72.8,0,0,17.38
2021-04-27 07:00:00,14.91,62.77,0.006,0,64.21
2021-04-27 08:00:00,15.02,63.29,0.95,0,115.7
2021-04-27 09:00:00,14.82,63.97,1.266,0,68.39
2021-04-27 10:00:00,15.83,61.59,1.064,0,78.3
2021-04-27 11:00:00,17.78,46.67,1.377,0,132.8
2021-04-27 12:00:00,16.49,52.02,1.585,0,73.3
2021-04-27 13:00:00,18.12,52.57,1.681,0,104.4
2021-04-27 14:00:00,18.04,50.52,1.653,0,146.3
2021-04-27 15:00:00,16.62,51.2,1.394,0,67.22
2021-04-27 16:00:00,17.04,50.6,1.13,0,64.03
